#{"t_start": 1754642096.1582983, "env_id": "None"}
r,l,t,total_reward,shape,ttc,step_cost,jerk,crash,goal,off_road_hard_event,off_road_soft_penalty
-5.2365427,33,2.289358,-51.35463561708862,-1.254635617088617,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.2797985,10,2.302689,-52.19991773883421,-2.1999177388342064,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.3757315,25,2.332577,-53.18533404349288,-3.0853340434928835,0.0,0.0,0.0,0.0,0.0,1,-0.1
-5.457705,17,2.353588,-54.25251659041752,-4.252516590417521,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.1660357,12,2.369144,-51.68880803112893,-1.6888080311289277,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.204586,28,2.402116,-51.991193196921685,-1.9911931969216816,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.3781505,29,2.437594,-53.66147361686368,-3.6614736168636792,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.2733564,55,2.499831,-51.94562563539498,-1.8456256353949847,0.0,0.0,0.0,0.0,0.0,1,-0.1
-5.2901816,23,2.527716,-52.11365683955836,-2.1136568395583613,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.479964,34,2.56671,-53.845781803744714,-3.845781803744716,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.541569,16,2.586851,-54.697036142395866,-4.497036142395867,0.0,0.0,0.0,0.0,0.0,1,-50.2
-5.292889,41,2.633422,-51.96870343137366,-1.8687034313736657,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.5685134,33,2.671825,-54.56262829692717,-4.362628296927172,0.0,0.0,0.0,0.0,0.0,1,-50.2
-5.578757,92,2.774525,-53.46696525756603,-3.4669652575660326,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5530515,27,2.80727,-53.23952205594864,-3.239522055948637,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5684834,50,2.865591,-53.00333117431287,-3.003331174312871,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5494328,20,2.892951,-52.975816961727595,-2.9758169617275954,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5712094,21,2.918434,-53.31307945769571,-3.3130794576957046,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.832263,31,2.954635,-55.80322550205768,-5.603225502057679,0.0,0.0,0.0,0.0,0.0,1,-50.2
-5.717063,35,2.995232,-54.63263752481051,-4.632637524810507,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.413031,24,3.024606,-51.79601534880974,-1.6960153488097385,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.325132,17,3.046164,-51.103925622940494,-1.003925622940491,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.5769925,36,3.089396,-53.40879028998765,-3.1087902899876507,0.0,0.0,0.0,0.0,0.0,1,-50.3
-5.6447806,28,3.123145,-54.0806097416497,-4.080609741649699,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.430605,86,3.221842,-51.22256182602547,-1.2225618260254691,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.4888864,30,3.258244,-51.744564465976325,-1.7445644659763246,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.474166,24,3.288095,-51.65713061878091,-1.6571306187809114,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.4843287,10,3.302554,-52.00344761750079,-2.0034476175007914,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.4663725,19,3.327926,-51.95811268469984,-1.958112684699847,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.4801693,41,3.376133,-51.91528087941571,-1.7152808794157073,0.0,0.0,0.0,0.0,0.0,1,-50.2
-5.6734314,27,3.408909,-53.768130866779096,-3.768130866779094,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.497532,20,3.434177,-52.20375241453461,-2.203752414534611,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.4659004,15,3.453734,-52.07526551904337,-2.0752655190433664,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.514538,32,3.492416,-52.49198014775561,-2.491980147755611,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.6931477,50,3.55146,-53.93197209288128,-3.7319720928812776,0.0,0.0,0.0,0.0,0.0,1,-0.2
